Image_ID,PSNR_SR,SSIM_SR,PSNR_BI,SSIM_BI
barley_s4.jpg,19.76421615341473,0.8264515159134893,17.03671594486082,0.5838779027656447
flax_m4.jpg,24.68546499545381,0.7778624261593713,20.92613641563112,0.503056274440661
barley_l4.jpg,22.915490495995037,0.6791359394715228,19.109957389744924,0.2880005314120753
wheatgrass_l4.jpg,22.848967527292345,0.7632386766956315,19.31815116916905,0.44419718899829835
flax_l4.jpg,24.351068144256892,0.6119093521647911,19.240319247110673,0.3321825506102512
millet_l4.jpg,24.056167348040354,0.36312629473613917,19.97704217328612,0.3162571687997308
flaxb_l4.jpg,24.576833474886097,0.6529472732796961,21.478058427795496,0.3976420767569488
millet_s4.jpg,22.69332532839367,0.807882366940556,19.06539182510412,0.5162194723253715
sunflower_s4.jpg,21.1795090020378,0.7919632427076034,19.60772395835837,0.6348223754253408
corn_l4.jpg,21.4431862229698,0.7101342409838254,17.733809217050343,0.43890084622274633
flaxb_m4.jpg,20.89611195018625,0.6739488636743389,18.228191471059098,0.5811054423883589
mix_m4.jpg,22.677652750202377,0.8111100613586387,19.0046594186544,0.5580459028436039
sunflower_l4.jpg,23.87903233499585,0.8059692426005025,19.755001283076993,0.4701970309709253
flax_s4.jpg,24.702029662598456,0.8002530934069728,22.296477132212203,0.6119794407059597
buckwheat_l4.jpg,21.542741689319147,0.6000721238564066,18.247435569264983,0.22830212525437943
sunflower_m4.jpg,23.869400794045767,0.8180861820590785,21.475585281980756,0.650198681735855
spelt_s4.jpg,20.96426754926908,0.8559899900102498,17.487473119982248,0.5745988223246071
barley_m4.jpg,21.177955475589876,0.8678939348303807,18.671674072210244,0.6067984707992798
wheatgrass_s4.jpg,23.33876184341578,0.9008842925697914,17.92383316680883,0.627165764364922
buckwheat_s4.jpg,21.43450270352286,0.8506820613584903,17.50699648731955,0.6077822125578896
mix_l4.jpg,20.374430091881308,0.564525436338208,17.86019968406712,0.2520201259286962
pumpkin_l4.jpg,22.247131761626907,0.8084245775256123,20.074599585056887,0.536584361325588
mix_s4.jpg,21.694472670554838,0.8439965938158352,17.471522096027957,0.5396453584852101
millet_m4.jpg,22.814982712254334,0.8177689146178798,20.981712791924334,0.5068824911957126
spelt_m4.jpg,22.660931176111863,0.8774303499800618,18.97734230830764,0.5984968607502194
rye_m4.jpg,22.919566076284074,0.8354055966027781,19.780715951344714,0.5932573762412777
rye_l4.jpg,21.365317744130227,0.6737128939673401,19.018226619483958,0.326651501763825
buckwheat_m4.jpg,22.917274393427665,0.8446855095761702,17.13581611405514,0.5172494430318376
pumpkin_s4.jpg,22.226710923517096,0.8373828315872917,18.680165529548443,0.6721276197522239
wheatgrass_m4.jpg,21.588032632796022,0.8493467584255049,18.393239175880794,0.5710755103015311
pumpkin_m4.jpg,18.413998816401303,0.7267363509768043,17.378742006328064,0.5482226675120454
corn_s4.jpg,22.346512527558204,0.843828449409629,17.501226360327497,0.6279606045156361
corn_m4.jpg,7.182007595732794,0.11375234945160599,6.588451897648691,0.0020458787048137175
rye_s4.jpg,18.788686429121665,0.7855689663411463,18.003641930017043,0.6184951674555389
spelt_l4.jpg,21.38347846759233,0.6868663028090726,18.413729844550144,0.3050669487248137
flaxb_s4.jpg,23.553180605399238,0.7918281996874817,24.253027847243295,0.5606296737292368
